42,40,39,39,39,38,38,38,33,34
40,40,40,40,39,38,37,36,40,41
39,41,41,39,38,38,37,36,41,41
39,41,41,38,36,37,39,38,40,40
38,41,41,38,37,38,40,41,39,39
38,39,40,40,38,38,40,41,40,40
40,39,39,39,39,37,39,42,42,41
42,39,37,38,37,36,39,43,39,38
39,37,37,38,37,38,40,40,38,40
37,36,37,38,38,39,40,39,39,41
